artist,track,album_name,album_type,album_date,album_tracks,album_pic,genres,alphaname,maiuscule
Pink Floyd,Bike - 1996 Remastered Version,Relics (1996 Remastered Version),Compilation,1971-05-14,Arnold Layne - 1996 Remastered Version (02:56)/Interstellar Overdrive - 1996 Remastered Version (09:42)/See Emily Play - 1996 Remastered Version (02:53)/Remember A Day - 1996 Remastered Version (04:29)/Paintbox - 1996 Remastered Version (03:33)/Julia Dream - 1996 Remastered Version (02:36)/Careful With That Axe Eugene - 1996 Remastered Version (05:44)/Cirrus Minor - 1996 Remastered Version (05:18)/The Nile Song - 1996 Remastered Version (03:25)/Biding My Time - 1996 Remastered Version (05:18)/Bike - 1996 Remastered Version (03:22,https://i.scdn.co/image/ab67616d00001e02b0ac1b04fefa88ceb77f3c39,Progressive Rock/Psychedelic Rock/Classic Rock/Symphonic Rock/Art Rock/Rock,Pink Floyd,P
John Hiatt,Mississippi Phone Booth,Leftover Feelings,Album,2021-05-21,Long Black Electric Cadillac (03:25)/Mississippi Phone Booth (03:06)/The Music Is Hot (03:45)/All The Lilacs In Ohio (03:29)/I’m In Asheville (03:26)/Light Of The Burning Sun (04:38)/Little Goodnight (04:43)/Buddy Boy (03:26)/Changes In My Mind (03:34)/Keen Rambler (03:25)/Sweet Dream (04:28,https://i.scdn.co/image/ab67616d00001e027fad5a2c664589f1702d0dc7,Americana/Roots Rock/Country Rock/Alt Country,"Hiatt, John",H
"Emerson, Lake & Palmer","Promenade (Pt. 1) (Live At Newcastle City Hall, 1971)",Pictures At an Exhibition (Live),Album,1971-11-01,"Promenade (Pt. 1) (Live At Newcastle City Hall, 1971) (01:57)/The Gnome (Live At Newcastle City Hall, 1971) (04:16)/Promenade (Pt. 2) (Live At Newcastle City Hall, 1971) (01:22)/The Sage (Live At Newcastle City Hall, 1971) (04:40)/The Old Castle (Live At Newcastle City Hall, 1971) (02:31)/Blues Variation (Live At Newcastle City Hall, 1971) (04:18)/Promenade (Pt. 3) (Live At Newcastle City Hall, 1971) (01:30)/The Hut of Baba Yaga (Pt. 1) (Live At Newcastle City Hall, 1971) (01:12)/The Curse Of Baba Yaga (Live At Newcastle City Hall, 1971) (04:09)/The Hut of Baba Yaga (Pt. 2) (Live At Newcastle City Hall, 1971) (01:06)/The Great Gates of Kiev (Live At Newcastle City Hall, 1971) (06:37)/Nutrocker (Live At Newcastle City Hall, 1971) (04:23",https://i.scdn.co/image/ab67616d00001e02ed1f68979ec283d6f0e95847,Progressive Rock/Symphonic Rock/Art Rock,"Emerson, Lake & Palmer",E
Arlo Guthrie,When the Ship Comes In,Hobo's Lullaby (Remastered 2004),Album,2004,Anytime (01:50)/The City of New Orleans (04:34)/Lightning Bar Blues (02:52)/Shackles and Chains (02:51)/1913 Massacre (04:20)/Somebody Turned on the Light (03:19)/Ukulele Lady (03:24)/When the Ship Comes In (04:27)/Mapleview (20%) Rag (02:08)/Days Are Short (04:17)/Hobo's Lullaby (03:57,https://i.scdn.co/image/ab67616d00001e0274247191ae5522a1da395209,Folk/Folk Rock/Singer-songwriter,"Guthrie, Arlo",G
The Beach Boys,You Still Believe In Me - Mono,Pet Sounds (Original Mono & Stereo Mix),Album,1966-06-16,"Wouldn't It Be Nice - Mono (02:25)/You Still Believe In Me - Mono (02:34)/That's Not Me - Mono (02:30)/Don't Talk (Put Your Head On My Shoulder) - Mono (02:54)/I'm Waiting For The Day - Mono (03:06)/Let's Go Away For A While - Mono (02:21)/Sloop John B (03:00)/God Only Knows - Mono (02:53)/I Know There's An Answer - Mono (03:11)/Here Today - Mono (02:55)/I Just Wasn't Made For These Times - Mono (03:15)/Pet Sounds - Mono (02:23)/Caroline, No - Mono (02:53)/Hang On To Your Ego - Mono (03:03)/Wouldn't It Be Nice (02:33)/You Still Believe In Me (02:36)/That's Not Me (02:31)/Don't Talk (Put Your Head On My Shoulder) (02:58)/I'm Waiting For The Day (03:06)/Let's Go Away For Awhile (02:24)/Sloop John B (02:59)/God Only Knows - Remastered 1996 (02:54)/I Know There's An Answer (03:18)/Here Today (03:07)/I Just Wasn't Made For These Times (03:21)/Pet Sounds (02:37)/Caroline, No (02:51",https://i.scdn.co/image/ab67616d00001e02bde8dfd1922129f3d9e3732f,Baroque Pop,"Beach Boys, The",B
Pearl Jam,Evacuation,Binaural,Album,2000-05-16,Breakerfall (02:19)/Gods' Dice (02:26)/Evacuation (02:56)/Light Years (05:06)/Nothing As It Seems (05:21)/Thin Air (03:32)/Insignificance (04:28)/Of the Girl (05:07)/Grievance (03:14)/Rival (03:38)/Sleight of Hand (04:47)/Soon Forget (01:46)/Parting Ways (07:17,https://i.scdn.co/image/ab67616d00001e02370ece74b1dcfdc34264f41b,Grunge/Rock,Pearl Jam,P
Rainbow,Anybody There,Bent Out Of Shape,Album,1983-01-01,Stranded (04:27)/Can't Let You Go (04:19)/Fool For The Night (04:04)/Fire Dance (04:30)/Anybody There (02:38)/Desperate Heart (04:34)/Street Of Dreams (04:25)/Drinking With The Devil (03:43)/Snowman (04:32)/Make Your Move (05:25,https://i.scdn.co/image/ab67616d00001e02037dacfcb682d6ec0da10b05,Hard Rock/Album Rock/Metal/Heavy Metal,Rainbow,R
"Emerson, Lake & Palmer","Karn Evil 9 1st Impression, Pt. 1 (2014 - Remaster)",Brain Salad Surgery,Album,1973-11-19,"Jerusalem (2014 - Remaster) (02:45)/Toccata (2014 - Remaster) (07:22)/Still...You Turn Me On (2014 - Remaster) (02:53)/Benny the Bouncer (2014 - Remaster) (02:21)/Karn Evil 9 1st Impression, Pt. 1 (2014 - Remaster) (08:37)/Karn Evil 9 1st Impression, Pt. 2 (2014 - Remaster) (04:45)/Karn Evil 9 2nd Impression (2014 - Remaster) (07:07)/Karn Evil 9 3rd Impression (2014 - Remaster) (09:07",https://i.scdn.co/image/ab67616d00001e0265b14a33b50a707d165910e9,Progressive Rock/Symphonic Rock/Art Rock,"Emerson, Lake & Palmer",E
The Rolling Stones,Break The Spell - Remastered,Steel Wheels (Remastered 2009),Album,1989-08-29,Sad Sad Sad - Remastered (03:35)/Mixed Emotions - Remastered 2009 (04:38)/Terrifying - Remastered (04:53)/Hold On To Your Hat - Remastered (03:32)/Hearts For Sale - Remastered (04:40)/Blinded By Love - Remastered (04:36)/Rock And A Hard Place (05:24)/Can't Be Seen - Remastered (04:09)/Almost Hear You Sigh - Remastered (04:37)/Continental Drift - Remastered (05:14)/Break The Spell - Remastered (03:06)/Slipping Away - Remastered (04:30,https://i.scdn.co/image/ab67616d00001e029d0ab3a5511cf81e0a77f5a9,Classic Rock/Rock,"Rolling Stones, The",R
Rush,Animate - 2004 Remaster,Counterparts (2004 Remaster),Album,1993-09-28,Animate - 2004 Remaster (06:03)/Stick It Out - 2004 Remaster (04:30)/Cut to the Chase - 2004 Remaster (04:48)/Nobody's Hero - 2004 Remaster (04:54)/Between Sun & Moon - 2004 Remaster (04:37)/Alien Shore - 2004 Remaster (05:46)/The Speed of Love - 2004 Remaster (05:01)/Double Agent - 2004 Remaster (04:51)/Leave That Thing Alone - 2004 Remaster (04:05)/Cold Fire - 2004 Remaster (04:26)/Everyday Glory - 2004 Remaster (05:11,https://i.scdn.co/image/ab67616d00001e02171534172e49028410ed8fcb,Progressive Rock/Classic Rock/Rock/Hard Rock/Album Rock,Rush,R
Led Zeppelin,Good Times Bad Times - 1993 Remaster,Led Zeppelin,Album,1969-01-12,Good Times Bad Times - 1993 Remaster (02:46)/Babe I'm Gonna Leave You - 1990 Remaster (06:41)/You Shook Me - 1993 Remaster (06:28)/Dazed and Confused - 1990 Remaster (06:26)/Your Time Is Gonna Come - 1990 Remaster (04:34)/Black Mountain Side - 1993 Remaster (02:05)/Communication Breakdown - 1990 Remaster (02:27)/I Can't Quit You Baby - 1990 Remaster (04:42)/How Many More Times - 1993 Remaster (08:28,https://i.scdn.co/image/ab67616d00001e026f2f499c1df1f210c9b34b32,Classic Rock/Rock/Hard Rock/Rock And Roll,Led Zeppelin,L
The Rolling Stones,Under My Thumb,Aftermath,Album,1966-04-15,"Paint It, Black (03:22)/Stupid Girl (02:55)/Lady Jane - Mono Version (03:08)/Under My Thumb (03:41)/Doncha Bother Me (02:41)/Think (03:09)/Flight 505 (03:27)/High And Dry (03:08)/It's Not Easy (02:56)/I Am Waiting (03:10)/Going Home (11:13",https://i.scdn.co/image/ab67616d00001e02bad7062c3fd2f2d037989694,Classic Rock/Rock,"Rolling Stones, The",R
TOOL,Sober,Undertow,Album,1993-04-06,Intolerance (04:54)/Prison Sex (04:56)/Sober (05:06)/Bottom (07:13)/Crawl Away (05:30)/Swamp Song (05:31)/Undertow (05:22)/4° (06:02)/Flood (07:47)/Disgustipated (15:47,https://i.scdn.co/image/ab67616d00001e0282298636c94b8167c4793db2,Progressive Metal/Alternative Metal/Progressive Rock/Metal,TOOL,T
PJ Harvey,The Devil,White Chalk,Album,2007-01-01,The Devil (02:55)/Dear Darkness (03:09)/Grow Grow Grow (03:21)/When Under Ether (02:22)/White Chalk (03:06)/Broken Harp (01:57)/Silence (03:05)/To Talk To You (04:00)/The Piano (02:36)/Before Departure (03:45)/The Mountain (03:10,https://i.scdn.co/image/ab67616d00001e020a9216322932919f518cdc27,Art Pop/Singer-songwriter,"Harvey, PJ",H
Rush,Leave That Thing Alone - 2004 Remaster,Counterparts (2004 Remaster),Album,1993-09-28,Animate - 2004 Remaster (06:03)/Stick It Out - 2004 Remaster (04:30)/Cut to the Chase - 2004 Remaster (04:48)/Nobody's Hero - 2004 Remaster (04:54)/Between Sun & Moon - 2004 Remaster (04:37)/Alien Shore - 2004 Remaster (05:46)/The Speed of Love - 2004 Remaster (05:01)/Double Agent - 2004 Remaster (04:51)/Leave That Thing Alone - 2004 Remaster (04:05)/Cold Fire - 2004 Remaster (04:26)/Everyday Glory - 2004 Remaster (05:11,https://i.scdn.co/image/ab67616d00001e02171534172e49028410ed8fcb,Progressive Rock/Classic Rock/Rock/Hard Rock/Album Rock,Rush,R
Maurice Ravel,"Ma mère l'oye, M. 62: Interlude",Ravel: Ma Mère L'Oye; Boléro etc.,Album,1994-01-01,"Ma mère l'oye, M. 62: Prélude: Très lent (03:28)/Ma mère l'oye, M. 62: I. Danse du rouet et Scène - Allegro (03:41)/Ma mère l'oye, M. 62: II. Pavane de la Belle au bois dormant.Lent - Allegro - Mouvement de Valse modéré (02:21)/Ma mère l'oye, M. 62: III. Les Entretiens de la Belle et de la Bête.Mouvement de Valse modéré (05:00)/Ma mère l'oye, M. 62: IV. Petit poucet.Très modéré (03:19)/Ma mère l'oye, M. 62: Interlude (01:35)/Ma mère l'oye, M. 62: V. Laideronnette, Impératrice des pagodes.Mouvement de marche - Allegro - Très modéré (05:08)/Ma mère l'oye, M. 62: Apothéose: Le jardin féerique. Lent et grave (03:29)/Une barque sur l'océan: Très souple de rythme (07:59)/Alborada del gracioso, M. 43: Assez vif (07:30)/Rhapsodie espagnole, M. 54: I. Prélude à la nuit (04:23)/Rhapsodie espagnole, M. 54: II. Malagueña (02:09)/Rhapsodie espagnole, M. 54: III. Habanera (03:27)/Rhapsodie espagnole, M. 54: IV. Feria (06:40)/Boléro, M. 81 (14:58",https://i.scdn.co/image/ab67616d00001e0219e0e0ef87a08c74f94b25b3,Classical/Classical Piano/Neoclassical,"Ravel, Maurice",R
Jethro Tull,Cross-Eyed Mary,Aqualung (Special Edition),Album,1971-03-19,Aqualung (06:36)/Cross-Eyed Mary (04:10)/Cheap Day Return (01:20)/Mother Goose (03:52)/Wond'ring Aloud (01:53)/Up to Me (03:14)/My God (07:11)/Hymn 43 (03:16)/Slipstream (01:11)/Locomotive Breath (04:26)/Wind-Up (06:00)/Lick Your Fingers Clean (02:46)/Wind-Up (05:23)/Ian Anderson Interview (13:58,https://i.scdn.co/image/ab67616d00001e02be6e758fe8300a72eceddb8f,Progressive Rock/Symphonic Rock/Art Rock/Classic Rock,Jethro Tull,J
Dire Straits,Down to the Waterline,Dire Straits,Album,1978-10-07,Down to the Waterline (04:02)/Water of Love (05:26)/Setting Me Up (03:19)/Six Blade Knife (04:13)/Southbound Again (02:59)/Sultans of Swing (05:48)/In the Gallery (06:16)/Wild West End (04:41)/Lions (05:03,https://i.scdn.co/image/ab67616d00001e0205b07080bdc2dd0e2cf6f008,Classic Rock,Dire Straits,D
Bob Dylan,All Along the Watchtower,John Wesley Harding,Album,1967-12-27,John Wesley Harding (02:57)/As I Went out One Morning (02:49)/I Dreamed I Saw St. Augustine (03:52)/All Along the Watchtower (02:31)/The Ballad of Frankie Lee and Judas Priest (05:32)/Drifter's Escape (02:46)/Dear Landlord (03:14)/I Am a Lonesome Hobo (03:21)/I Pity the Poor Immigrant (04:13)/The Wicked Messenger (02:02)/Down Along the Cove (02:21)/I'll Be Your Baby Tonight (02:39,https://i.scdn.co/image/ab67616d00001e0281efb7dfa40bbfa10a199e38,Folk Rock/Folk/Singer-songwriter/Roots Rock/Country Rock,"Dylan, Bob",D
Arti & Mestieri,Nove luna prima,Giro di valzer per domani,Album,1975,"Valzer per domani (02:16)/Mirafiori (05:59)/Saper sentire (04:32)/Nove luna prima (00:53)/Mescal (05:15)/Mescalero (01:12)/Nove lune dopo (02:38)/Dimensione terra (01:33)/Aria pesante (03:55)/Consapevolezza, Pt. 1 (03:24)/Sagra (03:05)/Consapevolezza, Pt. 2 (01:13)/Rinuncia (02:53)/Marilyn (02:44)/Terminal (02:21",https://i.scdn.co/image/ab67616d00001e02a36a08912d141d4dfae765bd,Progressive Rock/Jazz Fusion/Krautrock/Art Rock,Arti & Mestieri,A
Magma,Aïna,Kobaïa,Album,1970-01-01,Kobaïa (10:08)/Aïna (06:15)/Malaria (04:20)/Sohïa (07:42)/Sckxyss (02:47)/Auraë (10:51)/Thaud Zaia (07:00)/Naü Ektila (12:57)/Stöah (08:09)/Mûh (11:16,https://i.scdn.co/image/ab67616d00001e02e2b5ce76fbc47f4f00a1c628,Progressive Rock/Krautrock/Art Rock/Avant-garde/Jazz Fusion,Magma,M
Bill Bruford's Earthworks,Making A Song And Dance,Earthworks,Album,1987-01-01,Thud (04:13)/Making A Song And Dance (05:56)/Up North (05:28)/Pressure (07:26)/My Heart Declares A Holiday (04:40)/Emotional Shirt (04:47)/It Needn't End In Tears (05:14)/The Shepherd Is Eternal (01:51)/Bridge Of Inhibition (04:16,https://i.scdn.co/image/ab67616d00001e024bc930c7f5e29add64fb753f,Jazz Fusion/Free Jazz/Progressive Rock,Bill Bruford's Earthworks,B
Vangelis,Main Titles,Blade Runner (Music From The Original Soundtrack),Album,1994-06-06,"Main Titles (03:42)/Blush Response (05:46)/Wait for Me (05:27)/Rachel's Song (04:48)/Love Theme (04:55)/One More Kiss, Dear (03:59)/Blade Runner Blues (08:54)/Memories of Green (05:05)/Tales of the Future (04:46)/Damask Rose (02:32)/Blade Runner - End Titles (04:39)/Tears in Rain (03:00",https://i.scdn.co/image/ab67616d00001e029ccdbb2b52240c4c500cac4c,New Age,Vangelis,V
Premiata Forneria Marconi,Quartiere otto,Come Ti Va In Riva Alla Citta',Album,1981-10-20,Come ti va (05:40)/Weekend (04:51)/Quartiere otto (05:32)/Rock In La (04:25)/Chi ha paura della notte? (04:31)/Indians (04:38)/Poeta Mancato (03:01)/Meno Male Che Ci Sei (05:01,https://i.scdn.co/image/ab67616d00001e0264103319dcf9fc397406634a,Progressive Rock/Italian Singer-songwriter/Symphonic Rock/Art Rock,Premiata Forneria Marconi,P
Gustav Holst,Neptun - Die Planeten,Holst - Die Planeten,Album,2023-11-10,Mars - Die Planeten (07:26)/Venus - Die Planeten (08:59)/Merkur - Die Planeten (04:03)/Jupiter - Die Planeten (08:02)/Saturn - Die Planeten (09:35)/Uranus - Die Planeten (06:02)/Neptun - Die Planeten (07:01,https://i.scdn.co/image/ab67616d00001e02b3354e74cc6019df43818368,Classical/Orchestra,"Holst, Gustav",H
Rush,Double Agent - 2004 Remaster,Counterparts (2004 Remaster),Album,1993-09-28,Animate - 2004 Remaster (06:03)/Stick It Out - 2004 Remaster (04:30)/Cut to the Chase - 2004 Remaster (04:48)/Nobody's Hero - 2004 Remaster (04:54)/Between Sun & Moon - 2004 Remaster (04:37)/Alien Shore - 2004 Remaster (05:46)/The Speed of Love - 2004 Remaster (05:01)/Double Agent - 2004 Remaster (04:51)/Leave That Thing Alone - 2004 Remaster (04:05)/Cold Fire - 2004 Remaster (04:26)/Everyday Glory - 2004 Remaster (05:11,https://i.scdn.co/image/ab67616d00001e02171534172e49028410ed8fcb,Progressive Rock/Classic Rock/Rock/Hard Rock/Album Rock,Rush,R
The Doors,Blue Sunday,Morrison Hotel,Album,1970-02-09,Roadhouse Blues (04:03)/Waiting for the Sun (03:58)/You Make Me Real (02:51)/Peace Frog (02:50)/Blue Sunday (02:12)/Ship of Fools (03:08)/Land Ho! (04:09)/The Spy (04:15)/Queen of the Highway (02:47)/Indian Summer (02:34)/Maggie M'Gill (04:24,https://i.scdn.co/image/ab67616d00001e02f12a8a7e0b2cbe16d2bef4dc,Psychedelic Rock/Classic Rock/Acid Rock,"Doors, The",D
TOOL,Message To Harry Manback,Ænima,Album,1996-09-17,Stinkfist (05:12)/Eulogy (08:25)/H. (06:07)/Useful Idiot (00:38)/Forty Six & 2 (06:03)/Message To Harry Manback (01:53)/Hooker With A Penis (04:33)/Intermission (00:56)/Jimmy (05:24)/Die Eier von Satan (02:17)/Pushit (09:55)/Cesaro Summability (01:26)/Ænema (06:39)/(-) Ions (04:00)/Third Eye (13:51,https://i.scdn.co/image/ab67616d00001e02dce45359981d62e087a29e6f,Progressive Metal/Alternative Metal/Progressive Rock/Metal,TOOL,T
The Rolling Stones,Far Away Eyes - Remastered,Some Girls,Album,1978-06-09,Miss You - Remastered (04:48)/When The Whip Comes Down - Remastered (04:20)/Just My Imagination (Running Away With Me) - Remastered (04:38)/Some Girls - Remastered (04:36)/Lies - Remastered (03:11)/Far Away Eyes - Remastered (04:23)/Respectable - Remastered (03:07)/Before They Make Me Run - Remastered (03:24)/Beast Of Burden - Remastered 1994 (04:25)/Shattered - Remastered (03:46,https://i.scdn.co/image/ab67616d00001e0205c7aec05eabf142cc33b936,Classic Rock/Rock,"Rolling Stones, The",R
Vangelis,Come to Me,Reprise 1990-1999,Compilation,1999-01-01,Bon Voyage (02:14)/Dreams of Surf (02:39)/Opening (00:56)/Conquest of Paradise (04:44)/Monastery of La Rabida (03:46)/Come to Me (04:22)/Light and Shadow (03:48)/Fields of Coral (03:40)/El Greco: Movement V (03:36)/El Greco: Movement VI (04:47)/West Across the Ocean Sea (02:52)/Theme from Bitter Moon (03:40)/Rachel's Song (04:28)/El Greco: Movement IV (06:25)/Theme from the Plague (04:44)/Dawn (04:37)/Prelude (04:49,https://i.scdn.co/image/ab67616d00001e0210d03e3484c7f5e669d8af4f,New Age,Vangelis,V
Claude Debussy,"La mer, CD 111: II. Jeux de vagues",Debussy: La Mer; Prélude à l'après-midi / Ravel: Pavane; Daphnis et Chloé No. 2,Album,1986-01-01,"La mer, CD 111: I. De l'aube à midi sur la mer (08:59)/La mer, CD 111: II. Jeux de vagues (06:53)/La mer, CD 111: III. Dialogue du vent et de la mer (08:08)/Prélude à l'après-midi d'un faune, CD 87a - Recorded 1985 (10:00)/Pavane pour une infante défunte, M. 19a (07:13)/Daphnis et Chloé Suite No. 2, M. 57b: I. Lever du jour – II. Pantomime – III. Danse générale (15:28",https://i.scdn.co/image/ab67616d00001e021fd5a48ff04ca6d33906c6d6,Classical Piano/Classical,"Debussy, Claude",D
Franco Battiato,Una cellula,Fetus,Album,1972-11-23,Fetus (02:39)/Una cellula (02:55)/Cariocinesi (01:59)/Energia (04:31)/Fenomenologia (03:51)/Meccanica (06:11)/Anafase (05:36)/Mutazione (02:58,https://i.scdn.co/image/ab67616d00001e02af3fcbbf0db60ffcc8e625e6,Italian Singer-songwriter/Singer-songwriter,"Battiato, Franco",B
Bob Dylan,Blackjack Davey,Good As I Been To You,Album,1992-10-27,Frankie & Albert (03:49)/Jim Jones (03:53)/Blackjack Davey (05:48)/Canadee-I-O (04:21)/Sittin' on Top of the World (04:28)/Little Maggie (02:53)/Hard Times (04:32)/Step It up and Go (02:55)/Tomorrow Night (03:41)/Arthur McBride (06:19)/You're Gonna Quit Me (02:46)/Diamond Joe (03:15)/Froggie Went a Courtin' (06:22,https://i.scdn.co/image/ab67616d00001e025bc5cac089022a15ce1e845b,Folk Rock/Folk/Singer-songwriter/Roots Rock/Country Rock,"Dylan, Bob",D
Pearl Jam,Gimme Some Truth,Gimme Some Truth,Single,2019-12-11,Gimme Some Truth (03:27,https://i.scdn.co/image/ab67616d00001e02588dd1ec0c8ab14ef6206295,Grunge/Rock,Pearl Jam,P
Franco Battiato,Un'Altra Vita - Live 1988 / Remastered 2020,Giubbe Rosse (Deluxe 30th Anniversary Live & Remastered Edition / Remastered 2020),Album,1989,Giubbe Rosse - Remastered 2020 (04:14)/Alexander Platz - Live 1988 / Remastered 2020 (03:23)/Lettera Al Governatore Della Libia - Live 1988 / Remastered 2020 (03:26)/Mesopotamia - Live 1988 / Remastered 2020 (04:23)/L'Era Del Cinghiale Bianco - Live 1988 / Remastered 2020 (03:37)/Un'Altra Vita - Live 1988 / Remastered 2020 (03:00)/Voglio Vederti Danzare - Live 1988 / Remastered 2020 (03:24)/Oceano Di Silenzio - Live 1988 / Remastered 2020 (04:25)/Sequenze E Frequenze - Live 1988 / Remastered 2020 (07:05)/Aria Di Rivoluzione - Live 1988 / Remastered 2020 (03:34)/No U Turn - Live 1988 / Remastered 2020 (04:24)/Summer On A Solitary Beach - Live 1988 / Remastered 2020 (03:30)/Cuccurucucù - Live 1988 / Remastered 2020 (02:58)/Centro Di Gravità Permanente - Live 1988 / Remastered 2020 (03:53)/Gli Uccelli - Live 1988 / Remastered 2020 (04:43)/E Ti Vengo A Cercare - Live 1988 / Remastered 2020 (03:57)/Casaca Roja - Remastered 2020 / Bonus Track (04:16)/Alexander Platz - Spanish Version / Live 1988 / Remastered 2020 / Bonus Track (03:19)/Carta Al Gobernator De Libia - Live 1988 / Remastered 2020 / Bonus Track (03:17,https://i.scdn.co/image/ab67616d00001e02554a20c25a51b6d57c2d489d,Italian Singer-songwriter/Singer-songwriter,nan,N
The Brian Jonestown Massacre,I've Been Waiting,Strung Out In Heaven,Album,1998-06-23,Going To Hell (02:58)/Let's Pretend It's Summer (03:37)/Wasting Away (03:13)/Jennifer (03:31)/Got My Eye On You (03:10)/Nothing To Lose (02:52)/Love (03:53)/Maybe Tomorrow (04:13)/Spun (04:14)/I've Been Waiting (04:24)/Dawn (02:13)/Lantern (03:26)/Wisdom (05:28,https://i.scdn.co/image/ab67616d00001e02a950f8c021ce50a621bca6b2,Shoegaze/Psychedelic Rock/Space Rock,"Brian Jonestown Massacre, The",B
Mahavishnu Orchestra,Be Happy,Visions of the Emerald Beyond,Album,1975,"Eternity's Breath, Pt. 1 (03:10)/Eternity's Breath, Pt. 2 (04:52)/Lila's Dance (05:37)/Can't Stand Your Funk (02:09)/Pastoral (03:41)/Faith (02:00)/Cosmic Strut (03:28)/If I Could See (01:17)/Be Happy (03:32)/Earth Ship (03:42)/Pegasus (01:50)/Opus 1 (00:22)/On the Way Home to Earth (04:45",https://i.scdn.co/image/ab67616d00001e024f1a04bc426b25589d101946,Jazz Fusion/Progressive Rock/Jazz,Mahavishnu Orchestra,M
The Doors,Love Her Madly,L.A. Woman,Album,1971-04-19,The Changeling (04:19)/Love Her Madly (03:18)/Been down so Long (04:39)/Cars Hiss by My Window (04:09)/L.A. Woman (07:51)/L'America (04:34)/Hyacinth House (03:10)/Crawling King Snake (04:58)/The WASP (Texas Radio and the Big Beat) (04:13)/Riders on the Storm (07:14,https://i.scdn.co/image/ab67616d00001e023992c7ab57975935b29fa22b,Psychedelic Rock/Classic Rock/Acid Rock,"Doors, The",D
Gianna Nannini,Ciao amore ciao,Hitstory Deluxe Edition,Album,2015-10-30,Vita Nuova (03:14)/Ciao amore ciao (03:05)/Tears (03:44)/Amandoti (03:23)/Amica mia (03:44)/Mama (03:08)/Sei nell'anima (04:09)/L'abbandono (04:01)/Maledetto ciao (03:40)/Salvami (03:30)/Io (04:32)/Ti voglio tanto bene (03:22)/Sogno (04:10)/Ogni tanto (03:28)/In the Rain (03:54)/Ninna nein (03:48)/America (04:01)/Avventuriera (03:59)/Un'estate italiana (03:33)/Ragazzo dell'Europa (03:35)/Hey bionda (04:38)/Fotoromanza (04:28)/Bello e impossibile (04:42)/Come una schiava (05:13)/Profumo (03:52)/I maschi (04:32)/Latin Lover (04:35)/Oh marinaio (03:15)/Un giorno disumano (05:36)/Meravigliosa creatura (03:03)/California (02:43)/Come un angelo (04:04)/Lontano dagli occhi (03:40)/L'immensità - Radio Edit (02:48)/Dio è morto (02:51)/Aria (03:48)/Possiamo sempre (04:18)/Revolution (03:46)/Una luce (03:17)/Notti senza cuore (03:44)/Pazienza (04:24)/Radio Baccano (feat. Jovanotti) (04:55)/Scandalo (03:37)/Alla fine (04:38)/Voglio fare l'amore (04:02,https://i.scdn.co/image/ab67616d00001e029c8d277ce9bfe5f7dc8c0d06,Italo Dance/Italian Singer-songwriter,"Nannini, Gianna",N
Steely Dan,The Royal Scam,The Royal Scam,Album,1976-01-01,Kid Charlemagne (04:38)/The Caves Of Altamira (03:33)/Don't Take Me Alive (04:16)/Sign In Stranger (04:23)/The Fez (04:01)/Green Earrings (04:05)/Haitian Divorce (05:51)/Everything You Did (03:55)/The Royal Scam (06:30,https://i.scdn.co/image/ab67616d00001e026ac9fc028a8ba4c13b34a784,Classic Rock,Steely Dan,S
Grateful Dead,That's It for the Other One (Parts I-IV),Anthem of the Sun,Album,1968,That's It for the Other One (Parts I-IV) (07:40)/New Potato Caboose (08:26)/Born Cross-Eyed - 2001 Remaster (02:04)/Alligator - 2001 Remaster (11:20)/Caution (Don Not Stop on Tracks) (09:36,https://i.scdn.co/image/ab67616d00001e027b58f901663716aa2db139cf,Psychedelic Rock/Acid Rock,Grateful Dead,G
Talking Heads,Houses in Motion - 2005 Remaster,Remain in Light (Deluxe Version),Album,1980-10-08,Born Under Punches (The Heat Goes On) - 2005 Remaster (05:49)/Crosseyed and Painless - 2005 Remaster (04:45)/The Great Curve - 2005 Remaster (06:27)/Once in a Lifetime - 2005 Remaster (04:19)/Houses in Motion - 2005 Remaster (04:33)/Seen and Not Seen - 2005 Remaster (03:24)/Listening Wind - 2005 Remaster (04:42)/The Overload - 2005 Remaster (06:02)/Fela's Riff - Unfinished Outtake (05:16)/Unison - Unfinished Outtake (04:46)/Double Groove - Unfinished Outtake (04:24)/Right Start - Unfinished Outtake (04:07,https://i.scdn.co/image/ab67616d00001e02e56fa8c916dc6ce419dcf557,New Wave/Post-punk,Talking Heads,T
The Who,The Seeker - Edit,"Meaty, Beaty, Big And Bouncy",Compilation,1971-10-30,"I Can't Explain (02:04)/The Kids Are Alright (02:44)/Happy Jack (02:12)/I Can See For Miles - Mono Version (04:05)/Pictures Of Lily (02:42)/My Generation (03:17)/The Seeker - Edit (03:10)/Anyway, Anyhow, Anywhere (02:40)/Pinball Wizard (02:57)/A Legal Matter (02:47)/Boris The Spider (02:27)/Magic Bus - Original Stereo Version (03:19)/Substitute (03:47)/I'm A Boy - Alternate Stereo Version (03:41",https://i.scdn.co/image/ab67616d00001e0279707c30203f870776ff02d0,Classic Rock/Rock,"Who, The",W
